Name;Size;"First name";"Last name";Downloads;Date;Path
AI-01-20260116-Paper-01.pdf;7821832;Demircan;Canadinc;14;"16.01.2026 12:07";AI-01-20260116-Paper-01.pdf
AI-01-20260116-Paper-02.pdf;1471344;Demircan;Canadinc;5;"16.01.2026 12:07";AI-01-20260116-Paper-02.pdf
AI-01-20260116-Paper-03.pdf;2018637;Demircan;Canadinc;5;"16.01.2026 12:07";AI-01-20260116-Paper-03.pdf
AI-01-20260116-Paper-04.pdf;7163489;Demircan;Canadinc;7;"16.01.2026 12:07";AI-01-20260116-Paper-04.pdf
AI-Lecture-01-20260116.pdf;7005298;Demircan;Canadinc;25;"16.01.2026 12:06";AI-Lecture-01-20260116.pdf
