material_id,alloy_name,elastic_modulus,bulk_modulus,shear_modulus,density,formation_energy,elements,num_elements,nsites,source
mp-1048,TiNi,110.7107576794934,146.751,40.28,6.625800858603042,-0.39585502666666605,"Ni,Ti",2,4,Materials Project
mp-2500,AlCu,171.07646102961263,112.579,68.61,5.511280106531164,-0.24248409,"Al,Cu",2,10,Materials Project
mp-20174,Ni3Sn4,128.88731965751293,96.833,50.419,8.701535132444633,-0.22278011999999803,"Ni,Sn",2,7,Materials Project
mp-2733,Al8Mo3,252.59759162230003,142.751,104.805,5.103490179411473,-0.38162391545454605,"Al,Mo",2,11,Materials Project
mp-571247,Al3Mo,238.19433056990104,135.713,98.633,4.9139439906479065,-0.363495063749999,"Al,Mo",2,16,Materials Project
mp-12794,Al2Cu,147.71776223024605,99.432,58.974,4.004613179778768,-0.05815897999999901,"Al,Cu",2,3,Materials Project
mp-1953,TiAl,170.98673342707966,113.483,68.456,3.8687884886405763,-0.44695741333333305,"Al,Ti",2,2,Materials Project
mp-2213,FeNi,226.33833691936036,184.902,87.323,8.535536782713221,-0.067223354999999,"Fe,Ni",2,4,Materials Project
mp-20738,FeSi2,304.2110556876136,185.12,124.055,5.075337680593534,-0.32531209124999905,"Fe,Si",2,3,Materials Project
mp-641526,Fe13Co3,212.27530420323748,170.181,82.143,8.128461329822313,-0.027467104999999003,"Co,Fe",2,16,Materials Project
mp-771,MnAl,197.15794087539712,122.529,80.027,5.071908127930998,-0.272285743965517,"Al,Mn",2,4,Materials Project
mp-601848,Fe11Co5,252.67258715801387,193.849,98.488,8.262363605796118,-0.049183250625,"Co,Fe",2,16,Materials Project
mp-601820,Fe3Co,241.26714698395665,182.283,94.289,8.21480064690456,-0.041613642499999,"Co,Fe",2,4,Materials Project
mp-999542,MnFe3,241.84077482927606,195.98,93.423,8.028968187258098,0.051220863017242005,"Fe,Mn",2,4,Materials Project
mp-2105,Hf3Si2,233.96013381618368,143.703,95.21,10.978191815965062,-0.844293900000002,"Hf,Si",2,10,Materials Project
mp-2078,TiCu,161.32206588407365,127.744,62.551,6.553558170638885,-0.138510230833333,"Cu,Ti",2,4,Materials Project
mp-622570,Ti2Cu3,148.6531733683342,130.158,56.753,7.01682967702633,-0.127568277666665,"Cu,Ti",2,10,Materials Project
mp-18427,Nb2Al,211.98740204163224,159.974,82.863,6.8271069171903545,-0.345805192333333,"Al,Nb",2,30,Materials Project
mp-639874,Ta2Al,147.26585139938916,161.55,54.621,12.115013158400961,-0.12393910155555302,"Al,Ta",2,30,Materials Project
mp-8462,Hf3Al2,171.3754350296,116.6,68.275,10.039069346652234,-0.37701472700000505,"Al,Hf",2,20,Materials Project
mp-1007923,CrNi3,269.2383578527968,196.281,105.884,8.71155801231758,0.0401541225,"Cr,Ni",2,4,Materials Project
mp-1007855,FeNi3,245.84909661266437,193.048,95.457,8.712064155440634,-0.072726832499999,"Fe,Ni",2,4,Materials Project
mp-1017511,Cr3Fe,106.75236161689732,284.19,37.134,7.601120734048424,0.2702252875,"Cr,Fe",2,4,Materials Project
mp-11513,NbNi3,235.4101612507422,197.229,90.468,9.17745354406204,-0.28360239000000204,"Nb,Ni",2,4,Materials Project
mp-1157,TaNi2,225.89724051086935,213.178,85.348,12.782880545718758,-0.30562951244444503,"Ni,Ta",2,3,Materials Project
mp-1699,AlCr2,258.8142906708319,183.355,102.319,5.870884090603154,0.035209829999999005,"Al,Cr",2,3,Materials Project
mp-1620,Si2W,440.7801429587902,219.443,189.139,9.885777523462718,-0.299889533333332,"Si,W",2,3,Materials Project
mp-1842,NbAl3,243.83990134343065,126.155,103.51,4.575352086627719,-0.49387702249999904,"Al,Nb",2,4,Materials Project
mp-171,VNi3,263.53659427221265,217.129,101.539,8.685477305209414,-0.21591902750000003,"Ni,V",2,4,Materials Project
mp-193,Zr2Cu,120.68521919139634,105.707,46.073,7.041590575522222,-0.13412213,"Cu,Zr",2,3,Materials Project
mp-2554,Al3V,232.35311830245126,122.019,98.236,3.798254844479554,-0.34389383499999904,"Al,V",2,4,Materials Project
mp-2643,Ti3Cu4,151.65417440875595,132.608,57.91,6.878857245886687,-0.13434752285714002,"Cu,Ti",2,7,Materials Project
mp-2592,Si2Mo,418.46918250935795,205.746,180.217,6.294884483450079,-0.46614492,"Mo,Si",2,3,Materials Project
mp-2614,HfAl3,198.50614621054197,106.503,83.451,6.333924565192585,-0.42420176750000105,"Al,Hf",2,4,Materials Project
mp-30599,Ti2Cu3,96.00262529439212,139.182,34.657,6.971094256707761,-0.089345638666665,"Cu,Ti",2,5,Materials Project
mp-30581,Hf2Cu,142.4003762048751,123.959,54.412,12.635812480611495,-0.159939316666665,"Cu,Hf",2,3,Materials Project
mp-395,ZrAl3,199.43196100091376,102.705,84.766,4.15470778913101,-0.530828846249999,"Al,Zr",2,8,Materials Project
mp-542915,TiAl3,203.8979935262296,106.208,86.395,3.420287434298525,-0.43388963166666605,"Al,Ti",2,4,Materials Project
mp-568718,HfAl3,198.16817395676466,106.136,83.347,6.398333140073273,-0.43728276999999904,"Al,Hf",2,8,Materials Project
mp-570491,TaNi3,253.95923657301438,221.34,97.022,12.317600966008348,-0.32682784683333205,"Ni,Ta",2,4,Materials Project
mp-742,Ti2Cu,142.55685054482223,130.928,54.059,5.792678466692911,-0.11303320444444301,"Cu,Ti",2,3,Materials Project
mp-8937,CrSi2,394.73718665585227,189.969,171.077,5.153911779125176,-0.25700194666666604,"Cr,Si",2,3,Materials Project
mp-867780,Al3Cr,199.6983125,106.001,84.189,3.80386617646166,-0.15663263999999802,"Al,Cr",2,4,Materials Project
mp-869,TaAl3,246.08756971583125,132.414,103.376,6.95826382842547,-0.37362651433333105,"Al,Ta",2,4,Materials Project
mp-972828,Cu3Si,141.63821308998638,136.43,53.369,7.840960151122702,-0.038787216250000006,"Cu,Si",2,4,Materials Project
mp-981232,Ti3Nb,68.40087187564514,122.685,24.306,5.589552882361941,0.081936197499999,"Nb,Ti",2,4,Materials Project
mp-16488,Al9Co2,177.01485569358542,107.487,72.22,3.718700101264906,-0.29702967454545304,"Al,Co",2,22,Materials Project
mp-1159,Zr2Fe,88.08862581087654,123.018,31.901,7.111274052973014,-0.139135274999998,"Fe,Zr",2,6,Materials Project
mp-12773,Zr2Al,108.52968381041178,97.792,41.265,5.518459958395972,-0.36838501500000104,"Al,Zr",2,6,Materials Project
mp-1332,Si3Mo5,311.5589394211313,240.773,121.292,8.220822537828795,-0.398960580625001,"Mo,Si",2,16,Materials Project
mp-1278,Zr2Si,211.97036266398055,127.293,86.698,6.004979142031671,-0.8331100050000011,"Si,Zr",2,6,Materials Project
mp-12772,Hf2Al,138.98096039698544,111.173,53.8,10.543519126838898,-0.31007932000000404,"Al,Hf",2,6,Materials Project
mp-16724,Zr5Al3,116.38482513822106,101.787,44.441,5.381920099318409,-0.435863635624999,"Al,Zr",2,16,Materials Project
mp-1867,Ta2Ni,222.68551884377908,228.033,83.263,15.036324253874438,-0.23848323988888803,"Ni,Ta",2,6,Materials Project
mp-1989,Ta5Si3,328.64599041020165,215.33,131.92,12.977537540026486,-0.655007507083333,"Si,Ta",2,16,Materials Project
mp-2783,Ta2Si,277.95733587046277,214.601,108.228,13.456971283698914,-0.594204636555555,"Si,Ta",2,6,Materials Project
mp-20086,MnSn2,120.73073174201198,66.375,50.437,8.165669136955971,0.009669549022982001,"Mn,Sn",2,6,Materials Project
mp-20155,CoSn2,141.68206902245706,103.565,55.693,9.086250659342552,-0.05180113000000101,"Co,Sn",2,6,Materials Project
mp-22752,FeSn2,145.93653816723335,80.683,60.881,8.36399547953507,0.012180615,"Fe,Sn",2,6,Materials Project
mp-328,Zr2Ni,57.01751939856548,117.807,20.086,7.299906304575116,-0.32306496833333403,"Ni,Zr",2,6,Materials Project
mp-31219,Si3W5,315.82859802216956,267.109,121.199,14.543446625119936,-0.14362240250000002,"Si,W",2,16,Materials Project
mp-567996,Nb5Si3,272.0660710372322,192.916,107.54,7.05665342550373,-0.6709278362499981,"Nb,Si",2,16,Materials Project
mp-568671,V5Si3,300.3698868145707,193.107,121.043,5.4709810402352375,-0.610606585624999,"Si,V",2,16,Materials Project
mp-570287,Ta5Si3,289.9235893516544,210.57,114.096,12.976450669920748,-0.5982069858333291,"Si,Ta",2,16,Materials Project
mp-574,Ta2Co,210.35699548517366,213.632,78.733,15.20657722523519,-0.234795238222217,"Co,Ta",2,6,Materials Project
mp-628,Zr2Co,65.11417035152753,110.323,23.228,7.281141626833729,-0.176628426666667,"Co,Zr",2,6,Materials Project
mp-7506,Cr5Si3,329.699272449245,224.113,131.374,6.203104115471116,-0.12199586687500201,"Cr,Si",2,16,Materials Project
mp-861,Hf2Ni,55.667862664598445,140.732,19.409,13.05335235149764,-0.331178753333333,"Hf,Ni",2,6,Materials Project
mp-9938,Hf2Si,243.16547286910242,141.732,100.146,11.538330656684913,-0.7910358300000031,"Hf,Si",2,6,Materials Project
mp-998,Al2Cu,124.48561094611448,107.587,47.617,4.533902325917433,-0.16506810666666602,"Al,Cu",2,6,Materials Project
mp-567705,TiAl2,195.8310735122521,109.691,81.43,3.591973231143247,-0.47273808805555406,"Al,Ti",2,12,Materials Project
mp-2716,TiNi,105.29928750603678,150.897,38.05,6.641919489348608,-0.371091617222219,"Ni,Ti",2,18,Materials Project
mp-567653,Ti3Ni4,109.79932184940184,156.786,39.688,6.971992094364225,-0.41299813285714204,"Ni,Ti",2,14,Materials Project
mp-597,TiNi,106.83183498674697,151.359,38.641,6.487972611986743,-0.37315426499999904,"Ni,Ti",2,18,Materials Project
mp-1057,Al3Ni2,214.45837922110317,131.24,87.345,4.883766094782531,-0.644216627999999,"Al,Ni",2,5,Materials Project
mp-10886,Al3Cu2,126.99659803304485,97.903,49.461,4.771500013789294,-0.195314849999999,"Al,Cu",2,5,Materials Project
mp-22787,Fe2Si,313.76104434835145,237.179,122.609,7.315554550996536,-0.35657968833333203,"Fe,Si",2,6,Materials Project
mp-567747,Co7Mo6,323.24174164143074,317.793,121.476,9.86842800168291,0.011532919358971001,"Co,Mo",2,13,Materials Project
mp-7285,HfNi3,199.35718025901815,176.825,75.969,11.770259716390623,-0.5154395633333351,"Hf,Ni",2,12,Materials Project
mp-7250,Nb6Co7,235.98396303994335,220.75,89.264,8.885808577097624,-0.150089824615384,"Co,Nb",2,13,Materials Project
mp-571053,Al5Mo,200.9171168559152,117.921,82.612,4.224615540205753,-0.266545990833332,"Al,Mo",2,12,Materials Project
mp-2478,NbSi2,336.1338514876978,175.204,142.4,5.6364177279959335,-0.5183990577777771,"Nb,Si",2,9,Materials Project
mp-30047,Sn2Mo,176.2246393402586,117.067,70.54,8.842608349778171,0.06053427666666401,"Mo,Sn",2,18,Materials Project
mp-10711,VSi2,347.5151144739533,175.432,148.53,4.741559662719745,-0.4545473,"Si,V",2,9,Materials Project
mp-517,TaSi2,346.16661361937935,184.701,145.738,9.19766212055386,-0.44631093577778,"Si,Ta",2,9,Materials Project
mp-11192,TaSi2,346.1110112797428,184.679,145.713,9.09565966048647,-0.44631669022222303,"Si,Ta",2,9,Materials Project
mp-12104,NbSi2,336.7452618508907,175.016,142.771,5.635735743676683,-0.518684867777775,"Nb,Si",2,9,Materials Project
mp-11190,VSi2,347.4501007885277,174.655,148.681,4.743349899815101,-0.454544137777776,"Si,V",2,9,Materials Project
mp-30337,Al5W,241.70064101131643,126.403,102.302,5.850495544285634,-0.18916691499999802,"Al,W",2,12,Materials Project
mp-568607,Al5Mo,230.04229402195304,119.966,97.442,4.230784225162738,-0.276001555833332,"Al,Mo",2,12,Materials Project
mp-7760,AlSn,72.38671904239787,49.054,28.861,4.793270592807986,0.2070903175,"Al,Sn",2,2,Materials Project
mp-972845,SiMo,260.32355887611277,199.027,101.53,6.873706019722702,-0.264590627142858,"Mo,Si",2,2,Materials Project
mp-983459,HfZr,118.72809020569161,101.368,45.497,9.786929554876624,0.003599762499995,"Hf,Zr",2,2,Materials Project
mp-1008568,ZrTi2,128.5704411065045,106.1,49.525,5.34739686683685,0.037773083888888004,"Ti,Zr",2,3,Materials Project
mp-1025223,Hf4Al3,210.71055500986364,116.342,87.932,9.937217757235322,-0.44648299857142804,"Al,Hf",2,7,Materials Project
mp-12752,Zr4Al3,188.82758603541623,107.665,78.177,5.354868453873113,-0.51850827,"Al,Zr",2,7,Materials Project
mp-20536,CoSn,184.98677001372218,125.544,73.734,8.866618260115631,-0.09587967583333301,"Co,Sn",2,6,Materials Project
mp-21260,FeSn,134.67484504564598,95.179,53.266,7.9029645115114615,-0.002724932499996,"Fe,Sn",2,6,Materials Project
mp-985578,AlFe,15.779133052063854,90.176,5.364,4.614313908264683,0.46102108,"Al,Fe",2,2,Materials Project
mp-985579,AlFe2,135.0101035181556,147.957,50.081,6.093348966420929,-0.141337556666666,"Al,Fe",2,3,Materials Project
mp-15965,Hf5Si3,219.1794646342586,140.749,88.346,11.097807305118911,-0.7861504581250031,"Hf,Si",2,16,Materials Project
mp-2108,Ti5Si3,230.61321245499,139.791,94.124,4.374481682676191,-0.789528400416667,"Si,Ti",2,16,Materials Project
mp-21104,Hf5Sn3,127.91062733735541,113.876,48.717,11.90808988596708,-0.42706483374999404,"Hf,Sn",2,16,Materials Project
mp-20847,Ti5Sn3,130.48993724218974,106.614,50.343,6.504128194889782,-0.381651281666666,"Sn,Ti",2,16,Materials Project
mp-2361,Hf5Al3,66.37646997203011,111.876,23.687,10.084054373919146,-0.34032690062499704,"Al,Hf",2,16,Materials Project
mp-449,Fe5Si3,262.4126522269242,175.831,104.859,6.6291443748703465,-0.356045398749999,"Fe,Si",2,16,Materials Project
mp-510691,Hf5Sn4,161.96972755657677,111.118,64.424,11.734523715364956,-0.43733000055555504,"Hf,Sn",2,18,Materials Project
mp-543001,Zr5Sn4,159.85186146446094,104.158,64.238,7.692895387546717,-0.6570043188888891,"Sn,Zr",2,18,Materials Project
mp-1014,ZrMn2,120.0572830011533,157.977,43.71,6.480217166723682,-0.185062456120687,"Mn,Zr",2,12,Materials Project
mp-10598,CuSn,104.0321269983426,76.069,40.891,8.128451418295157,0.009223705,"Cu,Sn",2,4,Materials Project
mp-1095682,Fe2Mo,309.17026846682535,229.35,121.212,9.223223293357323,-0.0019008225,"Fe,Mo",2,12,Materials Project
mp-1139,Co3Mo,357.8757140486351,283.145,138.782,9.96299728602397,0.125986668749998,"Co,Mo",2,8,Materials Project
mp-12657,HfAl2,214.13009470643817,119.513,89.118,7.555001001228815,-0.514484086666667,"Al,Hf",2,12,Materials Project
mp-12659,Mn2Nb,208.28048482020245,223.474,77.447,7.568131069385818,-0.08144218882183901,"Mn,Nb",2,12,Materials Project
mp-13138,Cu3Sn,124.06004274848272,106.478,47.503,9.15581269244826,0.036009035000001,"Cu,Sn",2,8,Materials Project
mp-1589,TiCr2,191.7242513149978,199.407,71.552,6.337644227232355,0.10190197944444401,"Cr,Ti",2,12,Materials Project
mp-1409,TiNi3,247.17704434314135,189.888,96.324,8.170464969881639,-0.482795142708333,"Ni,Ti",2,16,Materials Project
mp-1823,Ti3Al,154.30361216928455,113.96,60.543,4.276268203576033,-0.29721952624999803,"Al,Ti",2,8,Materials Project
mp-20112,Ni3Sn,177.5263200162778,161.837,67.389,9.757069127611178,-0.185204109999998,"Ni,Sn",2,8,Materials Project
mp-196,Al5Co2,205.1706954224696,124.129,83.776,4.461407961468099,-0.42809385035714104,"Al,Co",2,28,Materials Project
mp-1949,TiMn2,148.37136693969543,181.973,54.384,6.054884797795227,-0.272158438898467,"Mn,Ti",2,12,Materials Project
mp-20883,Fe3Sn,128.7469315903834,116.858,48.902,8.459837036418406,0.034460963750000004,"Fe,Sn",2,8,Materials Project
mp-20868,Fe2W,345.8982209089298,259.462,135.348,13.193172482098324,-0.023268992499996,"Fe,W",2,12,Materials Project
mp-22514,Mn2Sn,115.21647940464571,94.115,44.452,7.850711814849849,0.16125265304597503,"Mn,Sn",2,6,Materials Project
mp-22389,Mn3Sn,142.19454634175193,93.71,57.01,7.724735157020769,0.175009127801722,"Mn,Sn",2,8,Materials Project
mp-2557,Zr2Al,138.4595844816134,103.887,54.176,5.635923971493246,-0.397530758333334,"Al,Zr",2,6,Materials Project
mp-2772,ZrAl2,212.6910001115522,113.59,89.522,4.578385553679134,-0.6153121733333341,"Al,Zr",2,12,Materials Project
mp-30875,Ti2Sn,155.63702537008854,114.555,61.103,6.526931631863566,-0.366336929444443,"Sn,Ti",2,6,Materials Project
mp-485,ZrNi3,182.22583395981783,173.5,68.767,8.663531438465704,-0.45845552374999704,"Ni,Zr",2,8,Materials Project
mp-507,SiNi2,161.42755476009756,202.978,59.025,7.566425142773512,-0.47577415333333306,"Ni,Si",2,6,Materials Project
mp-568636,TiCr2,193.36309736661136,198.395,72.282,6.337641573649921,0.091316451944443,"Cr,Ti",2,24,Materials Project
mp-569624,HfCr2,176.20670734551354,186.81,65.612,10.692472665924456,0.103054793333332,"Cr,Hf",2,12,Materials Project
mp-570430,TaCo2,250.71748646548147,255.669,93.792,12.891870605625126,-0.19337846661111002,"Co,Ta",2,12,Materials Project
mp-570963,TaCr2,228.87604132552832,239.813,85.342,11.51592293638167,0.07452002505555301,"Cr,Ta",2,12,Materials Project
mp-867317,Cu3Si,158.3869951913814,144.315,60.128,7.805335174315106,-0.046226852500000006,"Cu,Si",2,8,Materials Project
mp-984873,Al3Fe,143.7440549438042,119.201,55.328,4.151306674196288,-0.154061757499999,"Al,Fe",2,8,Materials Project
mp-1431,MnSi,347.41735798283844,203.381,142.935,6.1156456258243574,-0.360731700991379,"Mn,Si",2,8,Materials Project
mp-7577,CoSi,297.01841561642664,226.984,115.85,6.863918798427957,-0.4929253525,"Co,Si",2,8,Materials Project
mp-7576,CrSi,293.04525649659473,183.655,118.732,5.466414955589688,-0.142374532499999,"Cr,Si",2,8,Materials Project
mp-2856,Mn4Al11,210.48902186660823,123.19,86.605,4.031553320879202,-0.276990866781609,"Al,Mn",2,15,Materials Project
mp-11227,Al12W,144.51332515453888,92.968,58.228,3.9470278876065272,-0.072104121538459,"Al,W",2,13,Materials Project
mp-550,Al12Mo,145.32755228067236,91.875,58.772,3.268708878468597,-0.113242641538461,"Al,Mo",2,13,Materials Project
mp-1008688,Ti2Sn,47.81393851179243,73.05,17.188,5.184208862344369,0.235037845555559,"Sn,Ti",2,3,Materials Project
mp-30603,ZrCu5,159.23411924766165,136.626,60.974,8.551446047158604,-0.11645303166666601,"Cu,Zr",2,6,Materials Project
mp-1008285,Cr3Fe,167.71866633421203,239.14,60.631,7.71366853712277,0.25941064,"Cr,Fe",2,4,Materials Project
mp-1007730,HfAl3,146.3007214306579,103.976,57.804,6.43998886719053,-0.410446804999999,"Al,Hf",2,4,Materials Project
mp-1007852,FeCo3,287.27616355596365,191.847,114.871,8.740069947203132,0.028938069999999,"Co,Fe",2,4,Materials Project
mp-1008278,Cr3Ni,222.71642034002028,240.418,82.757,7.839810277972502,0.15726529125000002,"Cr,Ni",2,4,Materials Project
mp-1008555,AlCu3,113.32415487584676,138.447,41.554,7.509000821909955,-0.19345201249999902,"Al,Cu",2,4,Materials Project
mp-1008279,Co3Mo,355.7464149015476,255.044,140.331,10.015481379001777,0.18429039500000102,"Co,Mo",2,4,Materials Project
mp-1007974,CrNi3,264.5020538699888,205.939,102.844,8.50433622399535,0.007950109999999,"Cr,Ni",2,4,Materials Project
mp-1008274,Co3W,372.0868154330009,274.04,146.065,13.196524253652159,0.147030472499999,"Co,W",2,4,Materials Project
mp-1008554,Al3V,164.56016764016445,99.015,67.277,3.676779817281534,-0.205302369999998,"Al,V",2,4,Materials Project
mp-1008280,CrCo3,396.2633508972126,380.486,149.373,8.564413978547847,0.15522828499999902,"Co,Cr",2,4,Materials Project
mp-1008349,Co3Ni,270.87846650331267,258.138,102.21,9.147858956449987,-0.007562662499999001,"Co,Ni",2,4,Materials Project
mp-1009133,MnCo,263.0886380150994,192.154,103.431,8.137366157288561,-0.013308018965517001,"Co,Mn",2,2,Materials Project
mp-1010071,CrCo,289.0308090049733,214.789,113.281,7.947124531735106,0.15356110250000102,"Co,Cr",2,2,Materials Project
mp-1009264,NbCo,188.93944239117238,207.312,70.076,8.612386106625836,-0.025045045000000002,"Co,Nb",2,2,Materials Project
mp-1017529,VCo3,380.63271609418604,239.242,154.123,8.992423498122072,0.012799705000000001,"Co,V",2,4,Materials Project
mp-11364,TiCu,131.09080276700274,129.327,49.243,6.349504154176052,-0.055840630833332,"Cu,Ti",2,2,Materials Project
mp-11358,TaCo3,355.2115869150244,242.198,141.455,12.494541820051072,-0.24016614599999903,"Co,Ta",2,4,Materials Project
mp-11522,Ni3Sn,199.92964256300303,166.201,76.925,9.746232347708574,-0.185863532499998,"Ni,Sn",2,4,Materials Project
mp-11500,MnNi,106.06269376735577,149.255,38.385,7.616347476692605,-0.36253736724137803,"Mn,Ni",2,2,Materials Project
mp-1471,Zr3Al,141.31348660721792,100.33,55.844,5.954732324883045,-0.318824856249999,"Al,Zr",2,4,Materials Project
mp-1335,VFe,183.2142711181825,195.793,68.158,6.981395216283849,-0.12701183999999902,"Fe,V",2,2,Materials Project
mp-1418,FeNi3,256.8064137559058,199.381,99.899,8.902684407157848,-0.08975935499999901,"Fe,Ni",2,4,Materials Project
mp-1487,AlNi,184.36084986879735,157.34,70.652,6.083259310291866,-0.6849011500000001,"Al,Ni",2,2,Materials Project
mp-18695,Fe15Co,219.06852728765463,181.802,84.311,7.930399610321035,-0.009417776874999001,"Co,Fe",2,16,Materials Project
mp-19800,Fe11Si5,283.05283936820973,222.032,109.921,7.401866942455966,-0.32788434999999905,"Fe,Si",2,16,Materials Project
mp-2027,HfCo,156.0164602138303,123.98,60.459,12.457020837484714,-0.434389815000002,"Co,Hf",2,2,Materials Project
mp-2090,FeCo,236.28630658590944,189.836,91.403,8.32914327631918,-0.055374125,"Co,Fe",2,2,Materials Project
mp-2210,ZrCu,81.44109360362235,105.385,29.697,7.46823836427361,-0.10770546,"Cu,Zr",2,2,Materials Project
mp-22461,Fe3Sn,156.3664043953404,124.102,60.607,8.536924818284492,0.08454933375000001,"Fe,Sn",2,4,Materials Project
mp-2283,ZrCo,129.28361160484658,128.339,48.526,7.554051238389816,-0.3304633925,"Co,Zr",2,2,Materials Project
mp-2658,AlFe,244.44695451655252,170.575,96.914,5.969529360107075,-0.326887014999999,"Al,Fe",2,2,Materials Project
mp-305,TiFe,245.77900328305773,198.715,94.979,6.786110080250348,-0.42083015166666504,"Fe,Ti",2,2,Materials Project
mp-284,AlCo,301.40677331242324,178.781,123.627,6.365685461675437,-0.556456129999999,"Al,Co",2,2,Materials Project
mp-316,MnV,310.0717372831986,243.086,120.425,7.5490461512483975,-0.19813923724137703,"Mn,V",2,2,Materials Project
mp-569775,ZrAl3,148.92029967135562,102.592,59.186,4.20336314457667,-0.5096497962500001,"Al,Zr",2,4,Materials Project
mp-570691,Ti3Sn,100.19341810590244,114.12,37.008,6.063841130258229,-0.28551115000000105,"Sn,Ti",2,4,Materials Project
mp-580287,Zr3Cu,57.40287120590648,111.07,20.3,6.986658843223531,0.032930704999999005,"Cu,Zr",2,4,Materials Project
mp-608,TiCo3,232.04938103539237,142.93,94.374,8.084825931024634,-0.16309942166666602,"Co,Ti",2,4,Materials Project
mp-823,TiCo,191.79054488764046,351.113,68.061,6.660445906737043,-0.407105993333333,"Co,Ti",2,2,Materials Project
mp-828,SiNi3,267.73696579648,209.083,104.05,8.158231073007569,-0.433701681250001,"Ni,Si",2,4,Materials Project
mp-984711,Cr3Cu,194.9370562262389,220.871,72.044,7.8009953070240154,0.2938468025,"Cr,Cu",2,4,Materials Project
mp-999188,NbNi3,89.97981014284417,198.862,31.581,8.850508014459278,-0.13035502499999901,"Nb,Ni",2,4,Materials Project
mp-998981,TiAl3,163.059496812172,102.749,65.989,3.45575983688709,-0.41083221666666603,"Al,Ti",2,4,Materials Project
mp-1275,SiMo3,331.08226454033985,251.363,129.281,8.97410028654948,-0.32226063999999904,"Mo,Si",2,8,Materials Project
mp-21342,V3Sn,15.206617541159552,162.896,5.122,7.486789810736877,-0.100637091249999,"Sn,V",2,8,Materials Project
mp-1585,V3Co,279.6107183986894,208.895,109.487,7.129261990099895,-0.145599318750001,"Co,V",2,8,Materials Project
mp-30788,SnMo3,266.14221664493294,216.251,102.767,10.178652336034562,0.055091641249997006,"Mo,Sn",2,8,Materials Project
mp-30876,Zr3Sn,104.63064247901426,103.006,39.314,7.268468486864252,-0.39864538000000105,"Sn,Zr",2,8,Materials Project
mp-2567,V3Si,143.59294360862188,192.13,52.199,5.847707741569444,-0.49731380000000003,"Si,V",2,8,Materials Project
mp-259,AlMo3,305.570211584121,224.498,120.006,8.613730976106718,-0.258336353750003,"Al,Mo",2,8,Materials Project
mp-30790,ZrMo3,95.56278587494961,193.868,33.7,8.921568459941396,0.22782480374999903,"Mo,Zr",2,8,Materials Project
mp-729,Cr3Si,384.2525123447552,246.829,154.873,6.793236974348514,-0.14233230875000102,"Cr,Si",2,8,Materials Project
mp-7226,V3Ni,249.38068473353454,202.988,96.268,7.033232069898772,-0.154015572499998,"Ni,V",2,8,Materials Project
mp-1007853,Fe3Ni,191.2714975754359,179.994,72.293,8.090843652601452,0.025492872500000003,"Fe,Ni",2,4,Materials Project
mp-1008275,Cr3Ni,247.3992139375779,155.147,100.224,7.462201545998606,0.176166943749999,"Cr,Ni",2,4,Materials Project
mp-1008282,Cr3Fe,246.08702266341913,227.443,93.238,7.575642141217513,0.12679181250000002,"Cr,Fe",2,4,Materials Project
mp-1018023,Mn3Sn,78.33658795326357,138.52,27.863,8.211711580525195,0.22307624030172202,"Mn,Sn",2,4,Materials Project
mp-1018067,CrFe3,204.13968621334692,178.768,77.935,7.649902039001031,0.063674125,"Cr,Fe",2,4,Materials Project
mp-12777,AlCu3,128.88022394249379,138.352,47.92,7.5010224142666875,-0.180917327499999,"Al,Cu",2,4,Materials Project
mp-2018,AlFe3,216.22633020017142,171.541,83.814,6.710751133839217,-0.163539367499999,"Al,Fe",2,4,Materials Project
mp-20211,Mn3Si,262.2486064096695,227.244,100.274,7.127173599106331,-0.29685206711207,"Mn,Si",2,4,Materials Project
mp-2199,Fe3Si,257.99906138119644,210.833,99.533,7.29126271705659,-0.30406866999999904,"Fe,Si",2,4,Materials Project
mp-2291,Si2Ni,89.26863839395106,141.692,31.996,4.882255269184835,-0.344433906666665,"Ni,Si",2,3,Materials Project
mp-2379,CoSi2,151.15897651771314,173.636,55.782,5.098238012582362,-0.41107844000000104,"Co,Si",2,3,Materials Project
mp-864984,MnV3,139.0915756443435,210.529,50.037,6.984606346736168,-0.08009572362068801,"Mn,V",2,4,Materials Project
mp-838,Cu3Sn,53.625885994176286,149.365,18.618,8.764664069004965,0.073573159999998,"Cu,Sn",2,4,Materials Project
mp-866134,VFe3,239.92436655905462,195.459,92.605,7.495546532456304,-0.12830672750000002,"Fe,V",2,4,Materials Project
mp-865176,HfCu3,48.899327061872576,136.591,16.975,10.77803590267373,-0.088264962499999,"Cu,Hf",2,4,Materials Project
mp-972071,V3Mo,103.77900168206372,203.583,36.67,7.468349328412366,-0.058626447500000005,"Mo,V",2,4,Materials Project
mp-973149,Mn3Al,233.7071483873117,179.795,91.053,6.821163672803483,-0.06714692844827601,"Al,Mn",2,4,Materials Project
mp-979289,TaW3,317.7827420052168,275.924,121.472,18.578305588973876,-0.07589145683333201,"Ta,W",2,4,Materials Project
mp-985806,Al2Cu,148.5683254885643,96.231,59.777,4.15061559653069,-0.21265698333333302,"Al,Cu",2,3,Materials Project
mp-998982,Ti3Sn,101.04174852071006,113.274,37.386,6.031736663556122,-0.213547178750001,"Sn,Ti",2,4,Materials Project
