alloy_name,elastic_modulus,source,mixing_entropy,mixing_enthalpy,valence_electron,diff_in_atomic_radii,diff_electronegativity,omega,lambda,phases,density,hardness,yield_strength
CuNi2FeCrAl0.8,139.15,DOE/OSTI,12.8841792949467,-9.38340788032639,8.17233999999999,4.95847557386017,0.131023029154731,2.26119146708449,0.524035131757964,,,,
Al1.25CoCrFeNi,55.6,DOE/OSTI,13.3456334236321,-20.7977842673664,7.00014,6.11768052928182,0.122980128476107,1.05774319689713,0.356587079944895,,,,
Al1.5CoCrFeNi,98.6,DOE/OSTI,13.2546888282738,-22.3480833185983,6.81824999999999,6.364597630494099,0.124688663915734,0.958376390169315,0.327210800982174,,,,
Al2CoCrFeNi,128.3,DOE/OSTI,12.976553393523,-24.4896275694224,6.5001,6.678021284400951,0.126623291688535,0.8260885304084781,0.29098041584228,,,,
Al0.5CoCrCuFeNiTi0.2,76.5,DOE/OSTI,15.4462064517097,-7.776612668544,8.12288,4.93143139157473,0.118751100264889,3.3800218074487596,0.6351493302584891,,,,
AlCoCrFeNi2,148.0,DOE/OSTI,12.976553393523,-17.6078763238168,7.66672,5.41401617107253,0.120554979153869,1.2465392270090299,0.442710946778353,,,,
AlCoCr1.2FeNi2,150.0,DOE/OSTI,13.0176675817482,-17.3112199774908,7.6129,5.3443391393985396,0.121146135435844,1.28375801928638,0.455769393988074,,,,
AlCoCr1.4FeNi3,157.0,DOE/OSTI,12.4089566433962,-15.9084303817691,7.89204,4.98763573951422,0.120105834486507,1.34382359749559,0.498822242697008,,,,
AlCoCr1.6FeNi4,88.46,DOE/OSTI,11.8026816042074,-14.7027721514688,8.0931,4.69030758566714,0.118621289110756,1.3919933565215,0.536510274045074,,,,
AlCoCr1.8FeNi5,105.0,DOE/OSTI,11.2517590733679,-13.6848637406224,8.24482,4.438749537332249,0.117077081559758,1.43267409934591,0.571082884236943,,,,
AlCoCr2.0FeNi6,162.0,DOE/OSTI,10.763504626121,-12.8255052392244,8.36362,4.22285687339682,0.115608626280178,1.46791957979523,0.6035885293599901,,,,
AlCoCr2.2FeNi7,102.0,DOE/OSTI,10.3329113617535,-12.0943600488463,8.45908,4.03513264210771,0.114255067042195,1.4989547100115799,0.634610236634562,,,,
Al0.5CrFeMnNi,117.0,DOE/OSTI,13.1458965663609,-13.166156426008,7.22215,5.1314184043135205,0.138803724733884,1.7095115899606002,0.499246875881975,,,,
